-6.069337999999999738e+03,3.246190000000000282e+02
-5.869337999999999738e+03,1.324618999999999915e+03
-5.869337999999999738e+03,1.124618999999999915e+03
-5.869337999999999738e+03,9.246190000000000282e+02
-5.869337999999999738e+03,7.246190000000000282e+02
-5.869337999999999738e+03,5.246190000000000282e+02
-5.869337999999999738e+03,3.246190000000000282e+02
-5.869337999999999738e+03,1.246189999999999998e+02
-5.869337999999999738e+03,-7.538100000000000023e+01
-5.869337999999999738e+03,-2.753809999999999718e+02
-5.869337999999999738e+03,-4.753809999999999718e+02
-5.669337999999999738e+03,-1.275381000000000085e+03
-5.669337999999999738e+03,-1.075381000000000085e+03
-5.669337999999999738e+03,-8.753809999999999718e+02
-5.669337999999999738e+03,-6.753809999999999718e+02
-5.669337999999999738e+03,-4.753809999999999718e+02
-5.669337999999999738e+03,-2.753809999999999718e+02
-5.669337999999999738e+03,-7.538100000000000023e+01
-5.669337999999999738e+03,1.246189999999999998e+02
-5.669337999999999738e+03,3.246190000000000282e+02
-5.669337999999999738e+03,5.246190000000000282e+02
-5.669337999999999738e+03,7.246190000000000282e+02
-5.669337999999999738e+03,9.246190000000000282e+02
-5.669337999999999738e+03,1.124618999999999915e+03
-5.669337999999999738e+03,1.324618999999999915e+03
-5.669337999999999738e+03,1.524618999999999915e+03
-5.669337999999999738e+03,1.724618999999999915e+03
-5.669337999999999738e+03,1.924618999999999915e+03
-5.669337999999999738e+03,2.124619000000000142e+03
-5.669337999999999738e+03,2.324619000000000142e+03
-5.669337999999999738e+03,2.524619000000000142e+03
-5.469337999999999738e+03,2.724619000000000142e+03
-5.469337999999999738e+03,2.524619000000000142e+03
-5.469337999999999738e+03,2.324619000000000142e+03
-5.469337999999999738e+03,2.124619000000000142e+03
-5.469337999999999738e+03,1.924618999999999915e+03
-5.469337999999999738e+03,1.724618999999999915e+03
-5.469337999999999738e+03,1.524618999999999915e+03
-5.469337999999999738e+03,1.324618999999999915e+03
-5.469337999999999738e+03,1.124618999999999915e+03
