-4.424101818181818089e+03,1.302788181818181783e+03
-4.424101818181818089e+03,1.102788181818181783e+03
-4.424101818181818089e+03,9.027881818181817835e+02
-4.224101818181818089e+03,3.027881818181818403e+02
-4.224101818181818089e+03,5.027881818181818403e+02
-4.224101818181818089e+03,7.027881818181817835e+02
-4.224101818181818089e+03,9.027881818181817835e+02
-4.224101818181818089e+03,1.102788181818181783e+03
-4.224101818181818089e+03,1.302788181818181783e+03
-4.224101818181818089e+03,1.502788181818181783e+03
-4.224101818181818089e+03,1.702788181818181783e+03
-4.224101818181818089e+03,1.902788181818181783e+03
-4.224101818181818089e+03,2.102788181818181783e+03
-4.224101818181818089e+03,2.302788181818181783e+03
-4.024101818181818544e+03,2.702788181818181783e+03
-4.024101818181818544e+03,2.502788181818181783e+03
-4.024101818181818544e+03,2.302788181818181783e+03
-4.024101818181818544e+03,2.102788181818181783e+03
-4.024101818181818544e+03,1.902788181818181783e+03
-4.024101818181818544e+03,1.702788181818181783e+03
-4.024101818181818544e+03,1.502788181818181783e+03
-4.024101818181818544e+03,1.302788181818181783e+03
-4.024101818181818544e+03,1.102788181818181783e+03
-4.024101818181818544e+03,9.027881818181817835e+02
-4.024101818181818544e+03,7.027881818181817835e+02
-4.024101818181818544e+03,5.027881818181818403e+02
-4.024101818181818544e+03,3.027881818181818403e+02
-4.024101818181818544e+03,1.027881818181818403e+02
-4.024101818181818544e+03,-9.721181818181815970e+01
-4.024101818181818544e+03,-2.972118181818181597e+02
-3.824101818181818544e+03,-4.972118181818181597e+02
-3.824101818181818544e+03,-2.972118181818181597e+02
-3.824101818181818544e+03,-9.721181818181815970e+01
-3.824101818181818544e+03,1.027881818181818403e+02
-3.824101818181818544e+03,3.027881818181818403e+02
-3.824101818181818544e+03,5.027881818181818403e+02
-3.824101818181818544e+03,7.027881818181817835e+02
-3.824101818181818544e+03,9.027881818181817835e+02
-3.824101818181818544e+03,1.102788181818181783e+03
-3.824101818181818544e+03,1.302788181818181783e+03
-3.824101818181818544e+03,1.502788181818181783e+03
-3.824101818181818544e+03,1.702788181818181783e+03
-3.824101818181818544e+03,1.902788181818181783e+03
-3.824101818181818544e+03,2.102788181818181783e+03
-3.824101818181818544e+03,2.302788181818181783e+03
-3.824101818181818544e+03,2.502788181818181783e+03
-3.824101818181818544e+03,2.702788181818181783e+03
-3.624101818181818544e+03,2.702788181818181783e+03
-3.624101818181818544e+03,2.502788181818181783e+03
-3.624101818181818544e+03,2.302788181818181783e+03
-3.624101818181818544e+03,2.102788181818181783e+03
-3.624101818181818544e+03,1.902788181818181783e+03
-3.624101818181818544e+03,1.702788181818181783e+03
-3.624101818181818544e+03,1.502788181818181783e+03
-3.624101818181818544e+03,1.302788181818181783e+03
-3.624101818181818544e+03,1.102788181818181783e+03
-3.624101818181818544e+03,9.027881818181817835e+02
-3.624101818181818544e+03,7.027881818181817835e+02
-3.624101818181818544e+03,5.027881818181818403e+02
-3.624101818181818544e+03,3.027881818181818403e+02
-3.624101818181818544e+03,1.027881818181818403e+02
-3.624101818181818544e+03,-9.721181818181815970e+01
-3.624101818181818544e+03,-2.972118181818181597e+02
-3.624101818181818544e+03,-4.972118181818181597e+02
-3.624101818181818544e+03,-6.972118181818182165e+02
-3.424101818181818544e+03,-8.972118181818182165e+02
-3.424101818181818544e+03,-6.972118181818182165e+02
-3.424101818181818544e+03,-4.972118181818181597e+02
-3.424101818181818544e+03,-2.972118181818181597e+02
-3.424101818181818544e+03,-9.721181818181815970e+01
-3.424101818181818544e+03,1.027881818181818403e+02
-3.424101818181818544e+03,3.027881818181818403e+02
-3.424101818181818544e+03,5.027881818181818403e+02
-3.424101818181818544e+03,7.027881818181817835e+02
-3.424101818181818544e+03,9.027881818181817835e+02
-3.424101818181818544e+03,1.102788181818181783e+03
-3.424101818181818544e+03,1.302788181818181783e+03
-3.424101818181818544e+03,1.502788181818181783e+03
-3.424101818181818544e+03,1.702788181818181783e+03
-3.424101818181818544e+03,1.902788181818181783e+03
-3.424101818181818544e+03,2.102788181818181783e+03
-3.424101818181818544e+03,2.302788181818181783e+03
-3.424101818181818544e+03,2.502788181818181783e+03
-3.424101818181818544e+03,2.702788181818181783e+03
-3.224101818181818544e+03,2.702788181818181783e+03
-3.224101818181818544e+03,2.502788181818181783e+03
-3.224101818181818544e+03,2.302788181818181783e+03
-3.224101818181818544e+03,2.102788181818181783e+03
-3.224101818181818544e+03,1.902788181818181783e+03
-3.224101818181818544e+03,1.702788181818181783e+03
-3.224101818181818544e+03,1.502788181818181783e+03
-3.224101818181818544e+03,1.302788181818181783e+03
-3.224101818181818544e+03,1.102788181818181783e+03
-3.224101818181818544e+03,9.027881818181817835e+02
-3.224101818181818544e+03,7.027881818181817835e+02
-3.224101818181818544e+03,5.027881818181818403e+02
-3.224101818181818544e+03,3.027881818181818403e+02
-3.224101818181818544e+03,1.027881818181818403e+02
-3.224101818181818544e+03,-9.721181818181815970e+01
-3.224101818181818544e+03,-2.972118181818181597e+02
-3.224101818181818544e+03,-4.972118181818181597e+02
-3.224101818181818544e+03,-6.972118181818182165e+02
-3.224101818181818544e+03,-8.972118181818182165e+02
-3.224101818181818544e+03,-1.097211818181818217e+03
-3.024101818181818544e+03,-1.297211818181818217e+03
-3.024101818181818544e+03,-1.097211818181818217e+03
-3.024101818181818544e+03,-8.972118181818182165e+02
-3.024101818181818544e+03,-6.972118181818182165e+02
